Wall time,Step,Value
1619030807.7353554,147,0.512820839881897
1619030814.9283524,197,0.42069530487060547
1619030822.166419,247,0.42828869819641113
1619030826.947746,297,0.4639703631401062
1619030834.2715414,347,0.41826602816581726
1619030841.4791443,397,0.39433449506759644
1619030846.2193198,447,0.41393089294433594
1619030853.3809752,497,0.4005463719367981
1619030860.559445,547,0.3823235034942627
1619030867.7172184,597,0.40625429153442383
1619030872.452313,647,0.4480922222137451
1619030879.606508,697,0.4031345844268799
1619030886.7752287,747,0.385936975479126
1619030891.5329685,797,0.4043276011943817
1619030898.7319212,847,0.3913550078868866
1619030905.9355452,897,0.37024375796318054
1619030913.110878,947,0.40254291892051697
1619030917.8651917,997,0.4408850073814392
1619030925.020821,1047,0.3961617946624756
1619030932.2144787,1097,0.37875276803970337
1619030936.991326,1147,0.3978614807128906
1619030944.2306063,1197,0.3864263892173767
1619030951.4738183,1247,0.36855417490005493
1619030958.7674294,1297,0.3983180522918701
1619030963.556369,1347,0.43518632650375366
1619030970.8691707,1397,0.3983784317970276
1619030978.23993,1447,0.3736192584037781
1619030983.008439,1497,0.3951578140258789
1619030990.2510378,1547,0.3860900402069092
1619030997.485727,1597,0.36559271812438965
1619031004.73293,1647,0.39323562383651733
1619031009.4912992,1697,0.4331514239311218
1619031016.6672919,1747,0.3913581371307373
1619031023.8266873,1797,0.37220442295074463
1619031028.5980573,1847,0.39229926466941833
1619031035.7467725,1897,0.3825983703136444
1619031043.0095959,1947,0.36188822984695435
1619031050.240478,1997,0.3924490809440613
1619031055.0952837,2047,0.4316025972366333
1619031062.2762804,2097,0.39196258783340454
1619031069.4142826,2147,0.3710431754589081
1619031074.1754813,2197,0.39119952917099
1619031081.346016,2247,0.3773324489593506
1619031088.529009,2297,0.3604612350463867
1619031095.671883,2347,0.39190325140953064
1619031100.4514158,2397,0.42793703079223633
1619031107.5617383,2447,0.3886694610118866
1619031114.744645,2497,0.36848878860473633
1619031119.5143154,2547,0.38854870200157166
1619031126.693181,2597,0.37487682700157166
1619031133.8660362,2647,0.3586670756340027
1619031140.974399,2697,0.38617420196533203
1619031145.7446265,2747,0.4240283668041229
1619031152.9148571,2797,0.38579654693603516
1619031160.1129467,2847,0.36806780099868774
1619031164.8731692,2897,0.38696974515914917
1619031171.9552472,2947,0.3726170063018799
1619031179.0845864,2997,0.3562958240509033
1619031186.2778203,3047,0.3841394782066345
1619031191.0412333,3097,0.4262370467185974
1619031198.1714334,3147,0.3850691318511963
1619031205.3607657,3197,0.3671616315841675
1619031210.125944,3247,0.38799816370010376
1619031217.249158,3297,0.3732280135154724
1619031224.3924413,3347,0.35538357496261597
1619031231.5333717,3397,0.3861926794052124
1619031236.2930698,3447,0.42365312576293945
1619031243.4692502,3497,0.3830714225769043
1619031250.6154218,3547,0.3659934401512146
1619031255.3791,3597,0.38670939207077026
1619031262.5248325,3647,0.37241387367248535
1619031269.6458166,3697,0.3556302785873413
1619031276.7993338,3747,0.3823379874229431
1619031281.5562499,3797,0.421991229057312
1619031288.7035148,3847,0.38376498222351074
1619031295.832442,3897,0.3642616271972656
1619031300.5896652,3947,0.38398462533950806
1619031307.704036,3997,0.3718319535255432
1619031314.857476,4047,0.3530278205871582
1619031322.000041,4097,0.3830415904521942
1619031326.758682,4147,0.4204600751399994
1619031333.899095,4197,0.38288068771362305
1619031341.1058974,4247,0.3641688823699951
1619031345.864669,4297,0.38339895009994507
1619031353.047596,4347,0.3694494366645813
1619031360.1587799,4397,0.35426563024520874
1619031367.2882318,4447,0.38088011741638184
1619031372.0535386,4497,0.4209222197532654
1619031379.2770152,4547,0.38043826818466187
1619031386.7535079,4597,0.3625299334526062
1619031391.6255493,4647,0.38540539145469666
1619031399.0577369,4697,0.3693273663520813
1619031406.4500291,4747,0.35239821672439575
1619031413.8288488,4797,0.382600873708725
1619031418.6322265,4847,0.4198891520500183
1619031425.790039,4897,0.3803294599056244
1619031432.9457073,4947,0.36411988735198975
1619031437.7043126,4997,0.3808562159538269
1619031444.9315917,5047,0.3678295612335205
1619031452.1690063,5097,0.35108518600463867
1619031459.3538308,5147,0.3811950087547302
1619031464.1120856,5197,0.4185354709625244
1619031471.2324493,5247,0.38114437460899353
1619031478.3818464,5297,0.36351823806762695
1619031483.1508603,5347,0.3828577697277069
1619031490.243912,5397,0.3678792417049408
